Customer,Clv,Coverage,Education,EmploymentStatus,Gender,Income,Location ,Marital ,Policiesnum,Policytype,Saleschannel
KX47545,8031.706693,Basic,High School or Below,Employed,M,40082,Suburban,Divorced,2,Personal Auto,Agent
XB27698,8622.835375,Basic,Bachelor,Employed,M,97361,Suburban,Single,2,Personal Auto,Agent
BX45636,9161.655119,Basic,High School or Below,Employed,F,91763,Urban,Married,3,Special Auto,Call Center
IS85460,5956.545724,Basic,High School or Below,Employed,F,48993,Suburban,Married,4,Personal Auto,Call Center
EG36536,8496.063681,Basic,Bachelor,Employed,M,24031,Suburban,Divorced,7,Personal Auto,Web
UZ95992,4376.363592,Premium,Bachelor,Employed,F,63774,Rural,Divorced,1,Personal Auto,Agent
QL20148,22332.43946,Extended,College,Employed,M,49078,Suburban,Single,2,Personal Auto,Branch
SV51174,20631.15177,Extended,Master,Employed,M,28935,Rural,Married,2,Personal Auto,Agent
WP10197,3933.813993,Basic,High School or Below,Employed,M,25927,Suburban,Single,1,Personal Auto,Web
VV81837,4928.648668,Extended,High School or Below,Employed,M,52507,Suburban,Married,1,Personal Auto,Agent
GT41712,5414.320958,Basic,Bachelor,Unemployed,F,0,Rural,Married,4,Personal Auto,Agent
VL59942,10571.5377,Basic,Bachelor,Employed,F,94137,Rural,Married,2,Personal Auto,Web
LH53046,5439.3601,Basic,High School or Below,Employed,F,69186,Urban,Single,3,Personal Auto,Agent
OG36837,7648.25947,Extended,Doctor,Employed,F,91071,Urban,Married,3,Personal Auto,Call Center
VO30155,5421.537952,Basic,High School or Below,Employed,M,85447,Suburban,Single,3,Corporate Auto,Branch
WW19050,5714.246379,Extended,High School or Below,Unemployed,M,0,Rural,Married,9,Personal Auto,Agent
UY85263,11255.46343,Extended,Bachelor,Employed,F,88858,Urban,Married,2,Personal Auto,Agent
CS30372,5420.339434,Basic,Bachelor,Employed,M,21881,Rural,Married,5,Corporate Auto,Agent
TQ85537,2980.464566,Basic,College,Employed,M,72669,Urban,Married,1,Personal Auto,Agent
PE72696,10892.90825,Extended,College,Employed,M,68025,Suburban,Divorced,2,Personal Auto,Branch
UV89077,11638.89947,Basic,College,Medical Leave,F,25370,Suburban,Married,2,Personal Auto,Branch
EI29901,7295.42703,Basic,Bachelor,Employed,M,26849,Rural,Married,2,Personal Auto,Agent
FD16853,5373.724065,Basic,High School or Below,Unemployed,F,0,Suburban,Married,3,Personal Auto,Call Center
FH81409,8152.244431,Extended,High School or Below,Unemployed,M,0,Suburban,Single,2,Personal Auto,Agent
ZF64287,13081.3077,Basic,High School or Below,Employed,M,89948,Rural,Divorced,2,Special Auto,Agent
NT82538,4496.977642,Basic,Bachelor,Unemployed,F,0,Suburban,Single,3,Personal Auto,Branch
HA56608,13727.79972,Extended,College,Unemployed,M,0,Suburban,Single,2,Special Auto,Agent
JZ61712,3359.239423,Extended,Bachelor,Employed,M,97576,Suburban,Married,1,Personal Auto,Call Center
SH55598,3703.437656,Extended,High School or Below,Employed,F,23120,Suburban,Married,1,Personal Auto,Agent
TM43177,3105.35094,Extended,High School or Below,Employed,F,97234,Urban,Single,1,Personal Auto,Branch
WR90490,4893.979609,Basic,High School or Below,Disabled,M,25572,Suburban,Married,3,Personal Auto,Agent
WV57524,10208.92761,Extended,College,Employed,F,35482,Suburban,Married,3,Personal Auto,Branch
LK73001,8954.434101,Premium,College,Employed,M,34614,Suburban,Married,3,Personal Auto,Branch
JQ29969,4236.468669,Premium,Bachelor,Employed,F,59038,Suburban,Married,1,Personal Auto,Agent
GS50147,5234.780561,Basic,High School or Below,Unemployed,M,0,Suburban,Single,3,Personal Auto,Agent
NB10500,3939.00637,Extended,Bachelor,Employed,F,60021,Suburban,Married,1,Personal Auto,Agent
NM77735,8396.605358,Basic,Bachelor,Employed,F,47593,Urban,Single,2,Personal Auto,Call Center
CG36206,2141.979314,Basic,Bachelor,Unemployed,M,0,Suburban,Single,1,Personal Auto,Web
UZ80048,6185.9699,Extended,College,Retired,M,28001,Suburban,Married,5,Personal Auto,Agent
UM15297,9640.532979,Extended,Bachelor,Employed,F,30431,Rural,Married,3,Corporate Auto,Call Center
DW11738,4241.636538,Basic,Master,Medical Leave,M,19834,Suburban,Divorced,8,Personal Auto,Agent
YK92080,3436.448003,Extended,College,Employed,F,30509,Suburban,Single,1,Personal Auto,Branch
TO39943,4897.979559,Basic,High School or Below,Employed,F,30503,Urban,Married,5,Corporate Auto,Call Center
JV29414,17788.05705,Extended,Doctor,Employed,M,73339,Rural,Divorced,2,Personal Auto,Agent
JQ22359,3268.323585,Extended,College,Unemployed,F,0,Suburban,Single,1,Personal Auto,Branch
VW84170,2819.114769,Basic,High School or Below,Employed,F,88067,Suburban,Married,1,Personal Auto,Branch
DA84476,7019.177186,Basic,College,Retired,M,26806,Suburban,Married,2,Corporate Auto,Agent
TV34024,4108.257228,Basic,High School or Below,Unemployed,M,0,Suburban,Single,1,Personal Auto,Web
UO32521,2195.911185,Basic,High School or Below,Unemployed,F,0,Suburban,Single,1,Corporate Auto,Branch
GR90142,3808.122147,Extended,College,Employed,F,94903,Suburban,Married,1,Personal Auto,Agent
ZS73935,23435.72605,Basic,High School or Below,Employed,F,42862,Urban,Married,2,Personal Auto,Agent
XH71839,6739.316292,Extended,High School or Below,Unemployed,M,0,Suburban,Single,7,Personal Auto,Agent
CM48429,23554.392,Basic,High School or Below,Employed,M,31157,Urban,Married,2,Personal Auto,Branch
FS56709,2874.074736,Basic,Doctor,Employed,M,44084,Urban,Married,1,Personal Auto,Agent
IJ52285,6135.083838,Extended,Master,Employed,F,43579,Suburban,Single,8,Personal Auto,Agent
UF36172,6900.951275,Extended,High School or Below,Unemployed,F,0,Urban,Married,7,Personal Auto,Branch
LQ71247,4524.642758,Basic,High School or Below,Unemployed,F,0,Suburban,Single,3,Personal Auto,Agent
KB25170,2560.082499,Basic,Doctor,Employed,F,88059,Rural,Married,1,Personal Auto,Call Center
EY19523,2333.609334,Basic,Bachelor,Disabled,M,25772,Suburban,Divorced,1,Personal Auto,Call Center
CY30418,5783.175676,Basic,College,Employed,M,72354,Rural,Divorced,8,Personal Auto,Agent
XP92021,13295.60284,Basic,High School or Below,Employed,F,68009,Suburban,Divorced,2,Personal Auto,Call Center
MQ64736,3700.420255,Extended,Bachelor,Medical Leave,F,12287,Suburban,Single,1,Personal Auto,Call Center
MT67399,6488.89559,Extended,Bachelor,Employed,F,95025,Urban,Divorced,8,Personal Auto,Call Center
HG81172,7693.119768,Extended,College,Employed,F,54665,Rural,Married,3,Personal Auto,Agent
DB34757,2630.213326,Basic,College,Employed,M,80129,Rural,Married,1,Personal Auto,Branch
AM79057,2287.91729,Basic,Bachelor,Employed,F,69024,Urban,Married,1,Personal Auto,Web
HJ21793,4648.539191,Extended,Bachelor,Unemployed,F,0,Suburban,Married,1,Personal Auto,Call Center
QH61060,9209.41167,Basic,High School or Below,Employed,F,31365,Suburban,Married,7,Special Auto,Call Center
UR40795,9269.677845,Basic,High School or Below,Medical Leave,M,27849,Suburban,Married,3,Personal Auto,Web
KR88393,15002.60308,Extended,High School or Below,Disabled,F,19245,Suburban,Single,2,Personal Auto,Agent
YK65946,8427.172486,Extended,Bachelor,Employed,F,46503,Suburban,Divorced,1,Personal Auto,Agent
FD21881,3011.766294,Extended,College,Employed,M,77912,Suburban,Divorced,1,Personal Auto,Agent
CG60089,12898.59142,Premium,Bachelor,Employed,M,37449,Rural,Married,2,Personal Auto,Branch
AS48176,12168.74492,Basic,Bachelor,Retired,M,14973,Suburban,Divorced,2,Personal Auto,Branch
MY55142,5551.589436,Basic,College,Employed,M,46043,Suburban,Married,7,Personal Auto,Agent
SN94425,4541.26342,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,4,Special Auto,Agent
DY69629,3096.511217,Extended,College,Employed,F,21604,Suburban,Divorced,1,Corporate Auto,Branch
UI73553,2359.423599,Basic,Bachelor,Disabled,F,19864,Suburban,Divorced,1,Personal Auto,Web
CW63533,2468.443101,Basic,Bachelor,Employed,M,65876,Rural,Married,1,Personal Auto,Agent
EY71418,25640.24004,Premium,Bachelor,Disabled,F,24695,Suburban,Married,2,Corporate Auto,Agent
SK47162,3567.503755,Basic,Bachelor,Unemployed,M,0,Suburban,Married,1,Personal Auto,Agent
VK43303,6019.92547,Extended,Bachelor,Employed,M,68658,Urban,Single,8,Personal Auto,Branch
SB60942,7258.634662,Basic,College,Employed,M,88082,Urban,Married,2,Personal Auto,Branch
SX29898,9111.75642,Basic,Bachelor,Employed,F,54751,Suburban,Married,3,Personal Auto,Agent
ER29107,6369.262355,Extended,High School or Below,Employed,M,34498,Suburban,Single,7,Personal Auto,Branch
QV13947,4425.749642,Basic,College,Employed,M,63597,Rural,Married,1,Personal Auto,Branch
UO54511,4950.250892,Basic,High School or Below,Employed,F,27400,Suburban,Married,9,Personal Auto,Agent
AD18174,4837.926404,Basic,High School or Below,Unemployed,F,0,Suburban,Single,3,Personal Auto,Web
HB48518,3891.537785,Basic,College,Employed,M,31409,Rural,Married,1,Corporate Auto,Agent
LC12930,4872.01638,Basic,Master,Unemployed,M,0,Suburban,Married,7,Personal Auto,Agent
ZQ22116,5310.905647,Basic,High School or Below,Employed,F,73102,Rural,Married,4,Corporate Auto,Branch
XB35510,8704.278179,Basic,Bachelor,Employed,M,38072,Rural,Married,3,Personal Auto,Branch
CV78865,2698.010741,Basic,High School or Below,Employed,M,95399,Rural,Married,1,Personal Auto,Branch
WF75492,8360.14874,Basic,High School or Below,Employed,M,48521,Rural,Married,7,Personal Auto,Branch
WH41844,5316.644499,Basic,Bachelor,Employed,F,45856,Rural,Divorced,3,Personal Auto,Call Center
TU47984,3733.034622,Extended,College,Employed,F,21542,Suburban,Single,1,Personal Auto,Agent
IO73222,5407.745153,Basic,Bachelor,Disabled,F,22555,Suburban,Married,3,Personal Auto,Agent
NJ21108,5297.673655,Basic,Bachelor,Employed,F,33832,Suburban,Married,9,Corporate Auto,Branch
OH91173,3873.647046,Basic,College,Retired,M,28142,Suburban,Married,1,Personal Auto,Agent
FT24768,6508.759916,Extended,Bachelor,Employed,M,60188,Urban,Married,4,Personal Auto,Agent
OM92482,4834.397455,Basic,Bachelor,Disabled,M,11698,Suburban,Married,3,Personal Auto,Branch
IZ47097,2927.216278,Basic,Master,Employed,F,76850,Suburban,Married,1,Personal Auto,Agent
KQ49890,5924.667902,Basic,High School or Below,Employed,M,78387,Urban,Married,6,Corporate Auto,Agent
XB15703,15262.95878,Extended,Bachelor,Employed,M,80757,Urban,Married,2,Personal Auto,Agent
GR31499,2541.627614,Basic,Master,Employed,F,23692,Suburban,Married,1,Personal Auto,Agent
No59551,4904.894731,Extended,College,Retired,F,12902,Suburban,Divorced,1,Personal Auto,Agent
KV17233,2434.004911,Basic,Bachelor,Employed,F,23033,Suburban,Married,1,Personal Auto,Web
OD75777,5586.965345,Basic,College,Disabled,F,19280,Suburban,Married,6,Personal Auto,Branch
LD68165,26197.41498,Basic,High School or Below,Disabled,F,18495,Suburban,Married,2,Corporate Auto,Branch
YO14199,2609.877842,Basic,High School or Below,Employed,M,30825,Suburban,Single,1,Personal Auto,Web
RR49534,3265.156348,Extended,Bachelor,Employed,F,25820,Suburban,Divorced,1,Personal Auto,Agent
WL69218,17435.68167,Basic,Bachelor,Employed,F,54105,Suburban,Married,2,Personal Auto,Web
JF38079,9080.604474,Basic,High School or Below,Employed,M,69853,Rural,Married,3,Personal Auto,Call Center
GY64553,4637.034667,Premium,Bachelor,Employed,M,97017,Urban,Married,1,Personal Auto,Agent
CT11176,2615.304467,Basic,Bachelor,Employed,F,24914,Rural,Married,1,Personal Auto,Web
WU95334,7019.177186,Basic,College,Retired,M,26806,Suburban,Married,2,Personal Auto,Agent
BK43823,12052.98409,Premium,High School or Below,Employed,F,25419,Suburban,Married,2,Personal Auto,Call Center
LK90215,2647.519741,Basic,College,Employed,M,37876,Urban,Single,1,Personal Auto,Agent
XH72888,15956.02945,Extended,High School or Below,Employed,M,36354,Suburban,Married,9,Corporate Auto,Agent
MY89889,5039.389325,Basic,Bachelor,Unemployed,F,0,Suburban,Single,4,Personal Auto,Call Center
CY33307,5583.830065,Basic,College,Employed,F,32403,Rural,Married,9,Corporate Auto,Agent
BC51708,5074.841142,Basic,High School or Below,Employed,M,51659,Suburban,Married,3,Personal Auto,Agent
JX78176,12045.67286,Extended,Bachelor,Employed,F,55805,Urban,Married,2,Personal Auto,Branch
GP20237,2727.082424,Basic,Bachelor,Employed,F,29286,Suburban,Married,1,Personal Auto,Call Center
OY68395,55277.44589,Basic,High School or Below,Employed,F,40740,Suburban,Single,2,Personal Auto,Web
GN18675,5080.23973,Basic,Bachelor,Employed,M,70784,Rural,Married,7,Special Auto,Branch
EQ75249,5838.133617,Basic,College,Employed,F,55419,Rural,Married,9,Personal Auto,Web
JV40853,27666.30052,Extended,High School or Below,Employed,F,61886,Suburban,Divorced,2,Personal Auto,Branch
OZ47099,2676.948677,Basic,Master,Unemployed,M,0,Suburban,Married,1,Corporate Auto,Branch
RB16360,5330.593183,Extended,High School or Below,Employed,M,84240,Suburban,Divorced,1,Personal Auto,Branch
JK26373,6305.925101,Basic,High School or Below,Unemployed,M,0,Suburban,Single,2,Personal Auto,Web
GM88979,4746.759537,Premium,College,Employed,F,54050,Suburban,Married,1,Personal Auto,Call Center
XM57550,3423.973171,Extended,College,Disabled,F,29958,Suburban,Married,1,Personal Auto,Branch
SD94067,6610.048274,Extended,Master,Employed,F,23616,Urban,Married,7,Special Auto,Web
OY96856,8044.872393,Basic,Bachelor,Employed,M,71391,Urban,Married,2,Personal Auto,Agent
FL76894,4314.174392,Basic,High School or Below,Employed,M,33488,Urban,Married,1,Personal Auto,Branch
XH72278,6715.294284,Extended,High School or Below,Unemployed,M,0,Suburban,Married,9,Personal Auto,Web
YV49293,17646.72772,Basic,College,Employed,F,36900,Rural,Single,2,Corporate Auto,Branch
QV83172,41855.17315,Extended,High School or Below,Employed,M,28311,Suburban,Married,2,Personal Auto,Branch
LU18867,6620.444259,Extended,High School or Below,Employed,M,25075,Suburban,Single,3,Personal Auto,Agent
CZ25193,4078.290374,Premium,Bachelor,Employed,M,57031,Rural,Married,1,Personal Auto,Agent
VE87035,8382.478392,Basic,Bachelor,Employed,M,25998,Suburban,Married,2,Personal Auto,Call Center
VY27019,4807.002259,Basic,College,Unemployed,F,0,Suburban,Single,9,Personal Auto,Agent
GP22382,4858.116042,Extended,College,Employed,F,21685,Suburban,Single,1,Corporate Auto,Web
FG15154,7240.662339,Extended,Bachelor,Employed,M,32818,Suburban,Married,8,Personal Auto,Call Center
NK34682,2736.53263,Basic,Bachelor,Employed,M,39492,Suburban,Married,1,Corporate Auto,Agent
YQ98465,26197.41498,Basic,High School or Below,Disabled,F,18495,Suburban,Married,2,Personal Auto,Branch
TY86306,2336.286633,Basic,College,Disabled,F,21564,Rural,Married,1,Corporate Auto,Call Center
CN19138,2254.931708,Basic,Bachelor,Unemployed,F,0,Suburban,Single,1,Corporate Auto,Agent
LO14518,6376.754915,Extended,Bachelor,Employed,M,27835,Suburban,Divorced,3,Personal Auto,Branch
No73257,2941.828805,Basic,Bachelor,Employed,F,64431,Rural,Divorced,1,Personal Auto,Branch
RE80124,6199.962422,Extended,College,Unemployed,F,0,Suburban,Single,3,Personal Auto,Agent
WU50951,6846.150323,Extended,Bachelor,Unemployed,F,0,Suburban,Divorced,5,Personal Auto,Call Center
EV66951,14032.59376,Basic,Master,Unemployed,M,0,Suburban,Married,8,Corporate Auto,Web
TO37423,17569.15979,Basic,College,Employed,M,41463,Suburban,Married,2,Special Auto,Web
XF92956,2448.859093,Basic,High School or Below,Unemployed,M,0,Suburban,Single,1,Personal Auto,Branch
ZP64637,3857.770745,Basic,High School or Below,Unemployed,M,0,Suburban,Single,1,Corporate Auto,Web
JG74360,4558.972934,Basic,College,Employed,M,37709,Suburban,Married,1,Corporate Auto,Call Center
NZ81536,16710.83929,Extended,Doctor,Employed,F,73049,Rural,Single,2,Personal Auto,Branch
KT26739,3554.845264,Extended,Master,Employed,F,58557,Rural,Married,1,Personal Auto,Branch
YU15037,4671.416683,Basic,High School or Below,Unemployed,F,0,Suburban,Single,9,Personal Auto,Call Center
YX91403,2909.547713,Basic,High School or Below,Employed,F,88944,Rural,Single,1,Personal Auto,Branch
KS46420,13411.31102,Basic,Master,Employed,F,26140,Rural,Married,2,Personal Auto,Agent
TW11712,4574.924641,Basic,Master,Employed,M,32906,Suburban,Single,1,Personal Auto,Branch
XY36764,2771.045031,Basic,College,Employed,F,50071,Rural,Single,1,Personal Auto,Agent
LQ16286,8038.949652,Premium,College,Employed,M,71982,Suburban,Single,4,Corporate Auto,Call Center
XE86547,5143.647642,Basic,College,Employed,M,58443,Suburban,Married,6,Personal Auto,Agent
QS83113,5032.386371,Basic,Bachelor,Employed,M,30735,Suburban,Married,7,Personal Auto,Agent
PH97342,26197.41498,Basic,High School or Below,Disabled,F,18495,Suburban,Married,2,Personal Auto,Branch
VQ47100,4894.986713,Basic,High School or Below,Employed,F,67436,Suburban,Married,4,Personal Auto,Web
BE17305,3193.459822,Extended,Master,Employed,M,52653,Urban,Single,1,Personal Auto,Branch
KZ11847,5096.673223,Basic,Master,Disabled,F,22886,Suburban,Divorced,3,Personal Auto,Agent
EX73249,7706.956035,Basic,College,Unemployed,F,0,Suburban,Single,2,Personal Auto,Branch
JS19054,3339.299496,Extended,Bachelor,Employed,F,38821,Suburban,Single,1,Personal Auto,Agent
YH94097,9575.357152,Extended,College,Unemployed,M,0,Suburban,Married,6,Personal Auto,Agent
UQ19505,3557.196138,Extended,College,Employed,F,39075,Rural,Married,1,Personal Auto,Call Center
YI95574,3587.359906,Extended,High School or Below,Disabled,M,16049,Suburban,Married,1,Personal Auto,Call Center
JQ84105,2360.601748,Basic,High School or Below,Unemployed,F,0,Suburban,Single,1,Corporate Auto,Web
NU61528,3023.887488,Extended,Doctor,Disabled,M,28383,Urban,Single,1,Personal Auto,Branch
FQ20031,10926.69497,Premium,High School or Below,Employed,M,29418,Suburban,Married,1,Personal Auto,Agent
XX32359,5325.724541,Basic,High School or Below,Unemployed,M,0,Suburban,Married,7,Personal Auto,Call Center
BP69529,9915.90229,Extended,Bachelor,Employed,M,30604,Suburban,Divorced,3,Corporate Auto,Agent
LI60972,5017.610845,Basic,College,Employed,F,91804,Suburban,Married,9,Special Auto,Agent
HQ60388,8625.836992,Basic,High School or Below,Employed,F,50446,Suburban,Married,2,Personal Auto,Web
KE66309,8432.519368,Basic,College,Employed,M,87728,Urban,Divorced,2,Personal Auto,Web
YT56442,2642.932059,Basic,College,Employed,M,58729,Rural,Married,1,Corporate Auto,Web
VH51235,3097.915845,Extended,Bachelor,Unemployed,F,0,Suburban,Single,1,Personal Auto,Web
SF18484,19837.30548,Basic,Master,Unemployed,F,0,Suburban,Married,2,Personal Auto,Branch
HW99293,2869.743883,Basic,Bachelor,Employed,M,21234,Suburban,Married,1,Personal Auto,Agent
QR57598,4927.068115,Basic,Bachelor,Unemployed,M,0,Suburban,Single,3,Personal Auto,Agent
FY27460,4285.575678,Basic,College,Employed,M,47823,Suburban,Married,1,Personal Auto,Agent
YQ75801,8874.551335,Basic,High School or Below,Employed,F,84731,Rural,Married,7,Personal Auto,Agent
LP48634,2578.835541,Basic,High School or Below,Employed,F,59974,Rural,Divorced,1,Corporate Auto,Call Center
EI32190,6920.999642,Extended,Doctor,Employed,M,67534,Rural,Married,5,Personal Auto,Agent
WS68402,2349.957291,Basic,Bachelor,Unemployed,M,0,Suburban,Single,1,Special Auto,Call Center
ND43316,4027.703503,Basic,High School or Below,Employed,M,27782,Suburban,Married,1,Personal Auto,Agent
HW94513,8481.310791,Basic,High School or Below,Employed,M,67197,Urban,Divorced,2,Personal Auto,Branch
ZS72533,5191.446028,Basic,High School or Below,Employed,M,86451,Rural,Single,3,Personal Auto,Branch
RZ97154,3572.49065,Extended,Bachelor,Employed,M,56768,Suburban,Divorced,1,Personal Auto,Agent
LK73198,4869.240839,Basic,High School or Below,Employed,F,55593,Rural,Married,3,Personal Auto,Call Center
RS29507,10395.70939,Extended,Bachelor,Unemployed,F,0,Urban,Married,2,Personal Auto,Agent
XJ39660,5297.918924,Basic,Bachelor,Employed,F,66203,Rural,Married,8,Personal Auto,Call Center
PK47936,8750.710415,Premium,High School or Below,Employed,F,25806,Suburban,Married,5,Personal Auto,Call Center
EU95973,14941.90379,Basic,Bachelor,Disabled,F,22978,Suburban,Married,4,Personal Auto,Branch
OU40102,6503.397049,Extended,High School or Below,Disabled,F,22081,Suburban,Married,6,Special Auto,Agent
RC67125,10110.96161,Extended,College,Employed,F,96506,Urban,Married,3,Corporate Auto,Agent
NK53902,6459.640843,Extended,High School or Below,Employed,M,23235,Suburban,Married,3,Personal Auto,Call Center
RH70599,2769.252177,Basic,Bachelor,Employed,M,40506,Rural,Married,1,Personal Auto,Call Center
RR64429,6778.84457,Extended,High School or Below,Unemployed,M,0,Suburban,Single,9,Personal Auto,Agent
IW99237,4492.518464,Basic,Bachelor,Unemployed,M,0,Suburban,Single,3,Personal Auto,Branch
PZ94965,5733.213979,Basic,High School or Below,Employed,F,79955,Rural,Married,6,Personal Auto,Agent
PV77228,3230.576665,Extended,College,Employed,M,62873,Urban,Divorced,1,Corporate Auto,Call Center
EX63393,6314.492009,Extended,Master,Employed,F,66947,Suburban,Married,6,Personal Auto,Agent
QV26574,6013.73829,Extended,College,Medical Leave,M,25646,Urban,Married,3,Personal Auto,Call Center
ZL29593,2180.084066,Basic,College,Unemployed,F,0,Suburban,Single,1,Personal Auto,Agent
TU67471,20096.89337,Basic,High School or Below,Employed,F,92766,Suburban,Married,2,Personal Auto,Agent
FD45309,5568.947534,Extended,High School or Below,Unemployed,M,0,Suburban,Single,7,Personal Auto,Agent
AH58807,51426.24815,Basic,College,Employed,F,84650,Urban,Married,2,Personal Auto,Agent
CX58204,8079.833042,Basic,High School or Below,Disabled,F,13050,Suburban,Married,6,Personal Auto,Agent
TE35954,2674.730716,Basic,College,Employed,M,56342,Suburban,Single,1,Personal Auto,Call Center
XO70106,12421.86213,Basic,Bachelor,Employed,M,58781,Urban,Divorced,2,Personal Auto,Agent
OW20992,2311.118403,Basic,High School or Below,Unemployed,M,0,Suburban,Single,1,Personal Auto,Web
JV44724,10255.80275,Basic,Bachelor,Unemployed,M,0,Suburban,Single,2,Personal Auto,Agent
PI96349,22103.5072,Basic,College,Unemployed,M,0,Suburban,Married,2,Personal Auto,Branch
NA82031,2962.982516,Basic,College,Employed,F,71809,Rural,Divorced,1,Corporate Auto,Agent
YH86106,5764.862315,Basic,Bachelor,Employed,M,40238,Suburban,Married,9,Personal Auto,Branch
DI82448,4700.421406,Basic,Bachelor,Unemployed,M,0,Suburban,Single,9,Personal Auto,Call Center
HL97125,4669.22664,Premium,High School or Below,Employed,F,76157,Suburban,Married,1,Personal Auto,Call Center
NB18234,5384.015304,Basic,College,Employed,F,30514,Rural,Single,6,Personal Auto,Web
KH53118,7505.768149,Basic,Bachelor,Employed,F,44485,Rural,Married,2,Special Auto,Agent
UX94928,10551.1476,Basic,High School or Below,Employed,M,50941,Suburban,Single,2,Personal Auto,Agent
HO94329,25900.19716,Basic,College,Employed,M,53105,Urban,Married,2,Corporate Auto,Agent
LW64678,51016.06704,Premium,Master,Employed,F,25167,Urban,Married,2,Personal Auto,Agent
CE11308,3575.04124,Extended,College,Employed,M,30244,Urban,Married,1,Personal Auto,Call Center
DC46685,11638.89947,Basic,College,Medical Leave,F,25370,Suburban,Married,2,Corporate Auto,Branch
LM69036,14050.17358,Basic,Master,Unemployed,M,0,Suburban,Married,2,Corporate Auto,Branch
MM83308,2379.825871,Basic,High School or Below,Employed,M,69202,Suburban,Single,1,Personal Auto,Web
GL33494,5460.373249,Basic,Master,Employed,F,31530,Suburban,Married,3,Personal Auto,Branch
BH61054,6269.592055,Extended,College,Employed,F,61040,Suburban,Married,9,Personal Auto,Web
OJ77448,8709.847614,Basic,Bachelor,Employed,F,85185,Rural,Married,5,Corporate Auto,Agent
IN10489,5024.777578,Basic,Master,Employed,F,78772,Rural,Married,8,Personal Auto,Branch
FY32647,12515.18061,Basic,College,Unemployed,M,0,Suburban,Single,2,Special Auto,Branch
YP17198,22325.82746,Basic,Master,Employed,M,99241,Rural,Single,2,Corporate Auto,Branch
RB79317,3059.056323,Extended,Bachelor,Unemployed,F,0,Rural,Married,1,Personal Auto,Agent
IE49043,6698.974274,Basic,College,Disabled,F,21114,Suburban,Single,1,Personal Auto,Call Center
ZL82075,5479.555081,Basic,Master,Employed,M,56005,Suburban,Married,3,Corporate Auto,Branch
DV24592,2472.469209,Basic,College,Employed,F,63860,Urban,Married,1,Personal Auto,Agent
XF89906,58207.12842,Extended,High School or Below,Disabled,M,29295,Suburban,Married,2,Personal Auto,Agent
AD71478,3430.316936,Extended,High School or Below,Employed,M,54339,Rural,Married,1,Personal Auto,Agent
SE15781,2396.219292,Basic,Bachelor,Unemployed,F,0,Suburban,Married,1,Corporate Auto,Call Center
YG71375,5964.345179,Basic,College,Employed,F,98078,Suburban,Married,6,Personal Auto,Agent
KH95802,2605.599527,Basic,College,Employed,M,20592,Urban,Single,1,Personal Auto,Branch
FW16824,4758.19231,Basic,High School or Below,Employed,M,72805,Suburban,Married,3,Corporate Auto,Branch
FK17363,5154.051492,Extended,High School or Below,Employed,F,55645,Suburban,Divorced,1,Personal Auto,Call Center
DK66277,2805.176489,Basic,High School or Below,Employed,M,98859,Suburban,Divorced,1,Personal Auto,Web
FX67699,4250.282624,Basic,High School or Below,Unemployed,F,0,Suburban,Single,7,Corporate Auto,Agent
LC92080,7247.736708,Basic,College,Employed,M,23541,Rural,Married,2,Personal Auto,Agent
CQ57225,5008.789971,Basic,Bachelor,Unemployed,M,0,Suburban,Single,8,Corporate Auto,Call Center
AM53473,5821.787383,Basic,Bachelor,Employed,F,60087,Suburban,Single,3,Special Auto,Agent
TE50227,18898.32653,Extended,College,Unemployed,M,0,Suburban,Single,2,Personal Auto,Agent
IS45756,4756.913057,Extended,College,Employed,F,48938,Suburban,Divorced,1,Personal Auto,Call Center
QA71190,8083.917906,Premium,Bachelor,Employed,F,31506,Suburban,Married,8,Personal Auto,Web
LD53393,7417.406267,Basic,Bachelor,Employed,M,67454,Suburban,Married,1,Personal Auto,Agent
JO35068,2538.62632,Basic,Bachelor,Retired,M,18608,Suburban,Divorced,1,Personal Auto,Web
EC71857,2432.958093,Basic,Doctor,Employed,F,28519,Rural,Married,1,Personal Auto,Agent
LB19360,4170.687348,Basic,Master,Employed,F,29462,Suburban,Single,1,Personal Auto,Branch
RM70340,2489.662064,Basic,High School or Below,Unemployed,M,0,Suburban,Single,1,Corporate Auto,Branch
YL34043,3758.950734,Extended,Bachelor,Employed,F,58300,Rural,Married,1,Personal Auto,Branch
BQ88033,42389.00791,Extended,College,Employed,M,82554,Rural,Married,2,Personal Auto,Branch
SG46572,29830.38714,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,2,Personal Auto,Agent
LT94367,26134.90739,Basic,College,Unemployed,M,0,Suburban,Divorced,2,Personal Auto,Branch
FV83989,2453.570794,Basic,Bachelor,Medical Leave,M,29735,Suburban,Single,1,Personal Auto,Agent
WO80705,2855.925747,Basic,Bachelor,Employed,F,50738,Suburban,Divorced,1,Personal Auto,Agent
CT51200,5771.610372,Basic,High School or Below,Employed,F,65709,Rural,Divorced,3,Corporate Auto,Web
IX65163,8098.51111,Extended,College,Unemployed,M,0,Suburban,Single,6,Personal Auto,Call Center
AP32891,3432.961074,Extended,High School or Below,Unemployed,M,0,Suburban,Married,1,Personal Auto,Agent
AY29281,9408.343519,Extended,Bachelor,Unemployed,F,0,Suburban,Single,2,Corporate Auto,Agent
